Subject,Relation,Object
传祺GS3,HAS_UNIT,发动机
途观,HAS_UNIT,变速箱
途观,HAS_UNIT,空调
途观,HAS_UNIT,差速器
起亚K4,HAS_UNIT,变速箱
博越,HAS_UNIT,转向机
爱丽舍,HAS_UNIT,发动机
Cayenne,HAS_UNIT,转向机
Cayenne,HAS_UNIT,助力泵
宝骏510,HAS_UNIT,电机
凯迪拉克XT5,HAS_UNIT,电机
凯迪拉克XT5,HAS_UNIT,燃油泵
哈弗赤兔,HAS_UNIT,发动机
焕驰,HAS_UNIT,发动机
帝豪GS,HAS_UNIT,轴承
开拓者,HAS_UNIT,电机
长安欧尚A600,HAS_UNIT,发动机
菱智,HAS_UNIT,变速箱
威驰,HAS_UNIT,转向机
奔腾B30,HAS_UNIT,转向机
景程,HAS_UNIT,空调
丰田C-HR,HAS_UNIT,发动机
奔腾B50,HAS_UNIT,燃油泵
君威,HAS_UNIT,转向机
金牛座,HAS_UNIT,发动机
雅阁,HAS_UNIT,转向机
秦新能源,HAS_UNIT,电池
秦新能源,HAS_UNIT,动力电池
启辰T90,HAS_UNIT,发动机
影豹,HAS_UNIT,转向机
瑞风S7,HAS_UNIT,发动机
景逸X5,HAS_UNIT,变速箱
锋范,HAS_UNIT,燃油泵
哥瑞,HAS_UNIT,转向机
标致4008,HAS_UNIT,变速箱
昂科威Plus,HAS_UNIT,变速箱
昂科威Plus,HAS_UNIT,发动机
途胜,HAS_UNIT,水泵
自由光,HAS_UNIT,传感器
英菲尼迪QX50,HAS_UNIT,发动机
英菲尼迪QX50,HAS_UNIT,传感器
杰德,HAS_UNIT,轴承
劲客,HAS_UNIT,传感器
劲客,HAS_UNIT,轴承
途安,HAS_UNIT,电机
领克09新能源,HAS_UNIT,发动机
瑞虎3xe,HAS_UNIT,电池
瑞虎3xe,HAS_UNIT,动力电池
荣威RX5,HAS_UNIT,燃油泵
荣威RX5,HAS_UNIT,控制器
控制器,UNIT_FAILURE,抖动
控制器,UNIT_FAILURE,熄火
海马M6,HAS_UNIT,发动机
奔驰S级,HAS_UNIT,发动机
奔驰S级,HAS_UNIT,转向机
揽胜极光（进口）,HAS_UNIT,电机
五菱荣光S,HAS_UNIT,发动机
跨越王,HAS_UNIT,电机
跨越王,HAS_UNIT,发动机
燃油泵,UNIT_FAILURE,漏油
迈锐宝XL,HAS_UNIT,空调
柯珞克,HAS_UNIT,发动机
柯珞克,HAS_UNIT,传感器
Model 3,HAS_UNIT,电池
Model 3,HAS_UNIT,动力电池
途观,HAS_UNIT,传感器
宋,HAS_UNIT,发动机
宝骏310,HAS_UNIT,发动机
宝来,HAS_UNIT,燃油泵
天际ME5,HAS_UNIT,变速箱
昂科威S,HAS_UNIT,电机
昂科威S,HAS_UNIT,空调
奥迪Q5L,HAS_UNIT,差速器
哈弗初恋,HAS_UNIT,变速箱
K5凯酷,HAS_UNIT,发动机
威马EX5,HAS_UNIT,电池
威马EX5,HAS_UNIT,动力电池
魏牌 VV7,HAS_UNIT,水泵
星途追风,HAS_UNIT,变速箱
瑞虎8 PLUS,HAS_UNIT,差速器
大迈X5,HAS_UNIT,变速箱
荣威i6新能源,HAS_UNIT,发动机
斯巴鲁BRZ,HAS_UNIT,发动机
缤越,HAS_UNIT,电机
海马爱尚,HAS_UNIT,电池
海马爱尚,HAS_UNIT,动力电池
传祺GS3,HAS_UNIT,变速箱
风朗,HAS_UNIT,发动机
风朗,HAS_UNIT,传感器
骁途,HAS_UNIT,发动机
海狮X30L,HAS_UNIT,变速箱
森林人,HAS_UNIT,变速箱
Polo,HAS_UNIT,转向机
空调,COMPOSED_OF,转向机
骊威,HAS_UNIT,发动机
哈弗H9,HAS_UNIT,电机
科沃兹,HAS_UNIT,空调
速派,HAS_UNIT,转向机
伊兰特,HAS_UNIT,燃油泵
启辰大V,HAS_UNIT,变速箱
启辰大V,HAS_UNIT,发动机
长安CS55 PLUS,HAS_UNIT,电池
明锐,HAS_UNIT,轴承
依维柯欧胜,HAS_UNIT,传感器
焕驰,HAS_UNIT,空调
艾瑞泽5,HAS_UNIT,电池
天籁,HAS_UNIT,转向机
海马V70,HAS_UNIT,轴承
海马V70,HAS_UNIT,转向机
海马V70,HAS_UNIT,助力泵
QQ冰淇淋,HAS_UNIT,电池
QQ冰淇淋,HAS_UNIT,电机
QQ冰淇淋,HAS_UNIT,发动机
荣威RX3,HAS_UNIT,助力泵
汉,HAS_UNIT,转向机
宝骏530,HAS_UNIT,冷却系统
睿骋CC,HAS_UNIT,发动机
君威,HAS_UNIT,助力泵
荣威RX5,HAS_UNIT,轴承
昂科威S,HAS_UNIT,变速箱
昂科威S,HAS_UNIT,发动机
宝骏310,HAS_UNIT,空调
速派,HAS_UNIT,水泵
ID.4 X,HAS_UNIT,电池
ID.4 X,HAS_UNIT,动力电池
英菲尼迪Q50L,HAS_UNIT,传感器
哥瑞,HAS_UNIT,电池
福克斯,HAS_UNIT,转向机
昂科拉GX,HAS_UNIT,发动机
星瑞,HAS_UNIT,轴承
起亚K3,HAS_UNIT,轴承
瑞纳,HAS_UNIT,转向机
途达,HAS_UNIT,发动机
途达,HAS_UNIT,传感器
瑞迈,HAS_UNIT,变速箱
途观X,HAS_UNIT,变速箱
途观X,HAS_UNIT,发动机
科鲁泽,HAS_UNIT,轴承
上汽大通MAXUS G10,HAS_UNIT,传感器
逸动XT,HAS_UNIT,轴承
锐行,HAS_UNIT,发动机
长安CS35 PLUS,HAS_UNIT,转向机
凯美瑞,HAS_UNIT,轴承
比亚迪L3,HAS_UNIT,变速箱
揽胜,HAS_UNIT,电池
启辰D60,HAS_UNIT,转向机
威驰,HAS_UNIT,助力泵
星途追风,HAS_UNIT,电池
星途TX,HAS_UNIT,发动机
凯美瑞,HAS_UNIT,水泵
荣威e950,HAS_UNIT,发动机
帝豪新能源,HAS_UNIT,电池
帝豪新能源,HAS_UNIT,动力电池
比亚迪L3,HAS_UNIT,发动机
燃油泵,UNIT_FAILURE,降低
转速,FEATURE_FAILURE,漏油
五菱之光,HAS_UNIT,燃油泵
缤智,HAS_UNIT,传感器
奥迪A3,HAS_UNIT,传感器
奔腾B30EV,HAS_UNIT,电机
瑞虎3x,HAS_UNIT,燃油泵
奔奔E-Star,HAS_UNIT,空调
比亚迪L3,HAS_UNIT,水泵
液面,FEATURE_FAILURE,熄火
奥德赛,HAS_UNIT,空调
宝马1系,HAS_UNIT,变速箱
帕杰罗（进口）,HAS_UNIT,传感器
红旗HS5,HAS_UNIT,传感器
比亚迪S7,HAS_UNIT,发动机
本田CR-V,HAS_UNIT,动力电池
荣威RX3,HAS_UNIT,变速箱
迈腾,HAS_UNIT,转向机
起亚K4,HAS_UNIT,电机
奔腾X80,HAS_UNIT,发动机
途观L,HAS_UNIT,轴承
悦动,HAS_UNIT,电池
荣威i6新能源,HAS_UNIT,变速箱
荣威i6新能源,HAS_UNIT,差速器
名爵3,HAS_UNIT,电池
骏派D60,HAS_UNIT,转向机
骏派D60,HAS_UNIT,助力泵
宝马5系,HAS_UNIT,电池
赛力斯SF5,HAS_UNIT,电池
赛力斯SF5,HAS_UNIT,动力电池
途岳,HAS_UNIT,水泵
标致408,HAS_UNIT,电机
马自达CX-5,HAS_UNIT,传感器
宝骏730,HAS_UNIT,变速箱
MG领航,HAS_UNIT,变速箱
MG领航,HAS_UNIT,发动机
K5凯酷,HAS_UNIT,变速箱
领界,HAS_UNIT,转向机
菲斯塔,HAS_UNIT,变速箱
逸动,HAS_UNIT,空调
威驰,HAS_UNIT,空调
科鲁泽,HAS_UNIT,空调
冒险家,HAS_UNIT,变速箱
雪铁龙C5,HAS_UNIT,变速箱
长安欧尚X7,HAS_UNIT,电机
揽胜运动版,HAS_UNIT,差速器
传祺GS4,HAS_UNIT,轴承
长安CS85 COUPE,HAS_UNIT,变速箱
哈弗H6,HAS_UNIT,转换器
转换器,UNIT_FAILURE,漏油
转换器,UNIT_FAILURE,无法启动
转换器,COMPOSED_OF,变速箱
马自达CX-4,HAS_UNIT,电池
瑞虎7,HAS_UNIT,电池
宝马5系,HAS_UNIT,电机
哈弗H1,HAS_UNIT,转向机
功率,FEATURE_FAILURE,报警
普拉多（进口）,HAS_UNIT,传感器
翼虎,HAS_UNIT,差速器
奥迪A4（进口）,HAS_UNIT,发动机
昕锐,HAS_UNIT,变速箱
奔驰C级,HAS_UNIT,传感器
宝马3系,HAS_UNIT,传感器
一汽-大众CC,HAS_UNIT,电机
哈弗H1,HAS_UNIT,变速箱
哈弗H1,HAS_UNIT,发动机
昂科威S,HAS_UNIT,差速器
AION S,HAS_UNIT,电池
AION S,HAS_UNIT,电机
AION S,HAS_UNIT,动力电池
AION S,HAS_UNIT,空调
风行SX6,HAS_UNIT,变速箱
长安CS75,HAS_UNIT,燃油泵
柯珞克,HAS_UNIT,转向机
指南者,HAS_UNIT,变速箱
指南者,HAS_UNIT,电池
指南者,HAS_UNIT,发动机
速腾,HAS_UNIT,差速器
瑞虎3,HAS_UNIT,变速箱
瑞虎3,HAS_UNIT,发动机
名爵3,HAS_UNIT,变速箱
图雅诺,HAS_UNIT,发动机
长城C50,HAS_UNIT,变速箱
WEY VV6,HAS_UNIT,发动机
撼路者,HAS_UNIT,发动机
途胜,HAS_UNIT,冷却系统
艾菲,HAS_UNIT,发动机
五菱荣光,HAS_UNIT,传感器
英朗,HAS_UNIT,电池
风行T5,HAS_UNIT,发动机
迈巴赫S级,HAS_UNIT,转向机
动力电池,UNIT_FAILURE,抖动
雅阁,HAS_UNIT,动力电池
昂科拉,HAS_UNIT,空调
缤智,HAS_UNIT,电机
名爵6,HAS_UNIT,燃油泵
奥迪Q3,HAS_UNIT,转向机
朗逸,HAS_UNIT,转向机
途观,HAS_UNIT,冷却系统
昂科威,HAS_UNIT,电池
宝骏Valli,HAS_UNIT,变速箱
宝骏Valli,HAS_UNIT,发动机
艾瑞泽5 PLUS,HAS_UNIT,空调
揽胜极光,HAS_UNIT,传感器
C-TREK蔚领,HAS_UNIT,发动机
科沃兹,HAS_UNIT,轴承
科沃兹,HAS_UNIT,助力泵
轴承,COMPOSED_OF,助力泵
捷达VS5,HAS_UNIT,变速箱
捷达VS5,HAS_UNIT,转向机
荣威iMAX8,HAS_UNIT,空调
瑞虎7 PLUS,HAS_UNIT,发动机
标致4008,HAS_UNIT,轴承
阿特兹,HAS_UNIT,电池
威兰达,HAS_UNIT,燃油泵
长安CS35 PLUS,HAS_UNIT,冷却系统
途观,HAS_UNIT,电机
瑞虎5,HAS_UNIT,水泵
长安CS55 PLUS,HAS_UNIT,燃油泵
宝利格,HAS_UNIT,燃油泵
宝利格,HAS_UNIT,电池
奥迪A7,HAS_UNIT,发动机
众泰E200,HAS_UNIT,电池
众泰E200,HAS_UNIT,动力电池
长安CS35 PLUS,HAS_UNIT,燃油泵
北京X7,HAS_UNIT,传感器
奥铃,HAS_UNIT,发动机
本田CR-V,HAS_UNIT,轴承
领界,HAS_UNIT,传感器
马自达3 昂克赛拉,HAS_UNIT,传感器
思域,HAS_UNIT,冷却系统
蓝鸟,HAS_UNIT,空调
上汽大通MAXUS T60,HAS_UNIT,发动机
柯迪亚克,HAS_UNIT,发动机
柯迪亚克,HAS_UNIT,冷却系统
柯迪亚克,HAS_UNIT,水泵
帅铃,HAS_UNIT,变速箱
帅铃,HAS_UNIT,发动机
雷克萨斯NX,HAS_UNIT,发动机
揽胜,HAS_UNIT,传感器
奕歌,HAS_UNIT,变速箱
昕动,HAS_UNIT,空调
电机,UNIT_FAILURE,降低
中华V7,HAS_UNIT,发动机
K5凯酷,HAS_UNIT,轴承
五菱荣光S,HAS_UNIT,变速箱
五菱荣光S,HAS_UNIT,轴承
奔腾B50,HAS_UNIT,轴承
菲翔,HAS_UNIT,发动机
揽胜运动版,HAS_UNIT,空调
宝骏530,HAS_UNIT,电池
电流,FEATURE_FAILURE,断裂
频率,FEATURE_FAILURE,断裂
哥瑞,HAS_UNIT,空调
动力电池,UNIT_FAILURE,无法启动
比亚迪F3,HAS_UNIT,变速箱
瑞虎8,HAS_UNIT,控制器
瑞虎8,HAS_UNIT,轴承
缤越,HAS_UNIT,电池
众泰Z700,HAS_UNIT,传感器
天逸 C5 AIRCROSS,HAS_UNIT,转向机
华泰EV160R,HAS_UNIT,电池
风骏5,HAS_UNIT,变速箱
风骏5,HAS_UNIT,轴承
元Pro,HAS_UNIT,电机
广汽本田VE-1,HAS_UNIT,电池
广汽本田VE-1,HAS_UNIT,动力电池
威朗,HAS_UNIT,燃油泵
宋MAX,HAS_UNIT,轴承
天籁,HAS_UNIT,轴承
金刚,HAS_UNIT,变速箱
金刚,HAS_UNIT,发动机
哈弗F7x,HAS_UNIT,电池
别克GL8,HAS_UNIT,轴承
东南DX3,HAS_UNIT,转向机
WEY VV5,HAS_UNIT,变速箱
域虎5,HAS_UNIT,发动机
上汽大通MAXUS G10,HAS_UNIT,发动机
速派,HAS_UNIT,电机
君越,HAS_UNIT,助力泵
焕驰,HAS_UNIT,电池
哈弗H4,HAS_UNIT,轴承
哈弗F7,HAS_UNIT,电机
骊威,HAS_UNIT,助力泵
Mattu,HAS_UNIT,变速箱
捷途X70,HAS_UNIT,发动机
传祺GS5,HAS_UNIT,传感器
艾瑞泽5,HAS_UNIT,控制器
启悦,HAS_UNIT,电机
庆铃五十铃T17,HAS_UNIT,发动机
朗动,HAS_UNIT,传感器
缤智,HAS_UNIT,电池
宝马X1,HAS_UNIT,传感器
领克02,HAS_UNIT,转向机
变速箱,COMPOSED_OF,转向机
逸致,HAS_UNIT,空调
逸致,HAS_UNIT,传感器
途观L,HAS_UNIT,差速器
频率,FEATURE_FAILURE,降低
北汽新能源EC,HAS_UNIT,电池
北汽新能源EC,HAS_UNIT,动力电池
逸动,HAS_UNIT,电机
凯越,HAS_UNIT,轴承
凯美瑞,HAS_UNIT,电池
名爵ZS,HAS_UNIT,变速箱
诊断仪,DETECTS,电压
星途TX,HAS_UNIT,变速箱
星途TX,HAS_UNIT,传感器
SWM斯威X7,HAS_UNIT,变速箱
SWM斯威X7,HAS_UNIT,发动机
长安欧尚A800,HAS_UNIT,发动机
科帕奇,HAS_UNIT,发动机
科帕奇,HAS_UNIT,传感器
胜达,HAS_UNIT,电机
胜达,HAS_UNIT,传感器
WEY VV6,HAS_UNIT,变速箱
WEY VV6,HAS_UNIT,传感器
悦翔,HAS_UNIT,电机
上汽大通MAXUS D90,HAS_UNIT,发动机
上汽大通MAXUS D90,HAS_UNIT,传感器
小蚂蚁,HAS_UNIT,电机
奥迪A6L,HAS_UNIT,燃油泵
比亚迪G6,HAS_UNIT,变速箱
劲炫ASX,HAS_UNIT,变速箱
E系列,HAS_UNIT,发动机
E系列,HAS_UNIT,传感器
RAV4荣放,HAS_UNIT,差速器
凯美瑞,HAS_UNIT,转向机
别克GL8,HAS_UNIT,电池
阳光,HAS_UNIT,轴承
昕锐,HAS_UNIT,传感器
捷途X70,HAS_UNIT,助力泵
欧蓝德,HAS_UNIT,助力泵
北斗星,HAS_UNIT,传感器
哈弗H6 Coupe,HAS_UNIT,传感器
上汽大通MAXUS G50,HAS_UNIT,发动机
上汽大通MAXUS G50,HAS_UNIT,传感器
瑞虎5x,HAS_UNIT,电机
科鲁兹,HAS_UNIT,电机
景程,HAS_UNIT,发动机
幻速S2,HAS_UNIT,发动机
幻速S2,HAS_UNIT,传感器
T-ROC探歌,HAS_UNIT,传感器
风神AX4,HAS_UNIT,发动机
WEY VV7,HAS_UNIT,发动机
奔腾T77,HAS_UNIT,空调
本田XR-V,HAS_UNIT,电机
瑞虎8 PLUS,HAS_UNIT,轴承
卡罗拉,HAS_UNIT,转向机
金杯快运,HAS_UNIT,发动机
传祺GA5新能源,HAS_UNIT,空调
荣威i6,HAS_UNIT,发动机
帝豪,HAS_UNIT,电机
江铃E200L,HAS_UNIT,电池
江铃E200L,HAS_UNIT,动力电池
思铂睿,HAS_UNIT,转向机
雷丁芒果,HAS_UNIT,电池
雷丁芒果,HAS_UNIT,动力电池
途观L,HAS_UNIT,燃油泵
哈弗H2,HAS_UNIT,变速箱
旗云2,HAS_UNIT,冷却系统
旗云2,HAS_UNIT,水泵
荣威i6,HAS_UNIT,传感器
欧蓝德,HAS_UNIT,燃油泵
帝豪,HAS_UNIT,转向机
星途TX,HAS_UNIT,电池
诊断仪,DETECTS,温度
昂科威,HAS_UNIT,助力泵
动力电池,UNIT_FAILURE,报警
名爵HS,HAS_UNIT,轴承
东南A5翼舞,HAS_UNIT,发动机
东南A5翼舞,HAS_UNIT,传感器
长安CS15EV,HAS_UNIT,电池
长安CS15EV,HAS_UNIT,动力电池
绅宝D50,HAS_UNIT,发动机
博瑞,HAS_UNIT,空调
绅宝X35,HAS_UNIT,发动机
骐达TIIDA,HAS_UNIT,变速箱
领动,HAS_UNIT,轴承
雷克萨斯CT,HAS_UNIT,发动机
雷克萨斯CT,HAS_UNIT,助力泵
爱丽舍,HAS_UNIT,传感器
辉昂,HAS_UNIT,变速箱
名驭,HAS_UNIT,变速箱
名驭,HAS_UNIT,发动机
启辰D60,HAS_UNIT,空调
启辰D60,HAS_UNIT,传感器
雷克萨斯NX,HAS_UNIT,电池
捷达,HAS_UNIT,电池
途锐,HAS_UNIT,电机
菱智PLUS,HAS_UNIT,电机
东南DX5,HAS_UNIT,转向机
五菱荣光新卡,HAS_UNIT,变速箱
YARiS L 致享,HAS_UNIT,变速箱
上汽大通MAXUS G50,HAS_UNIT,空调
宋新能源,HAS_UNIT,变速箱
INSPIRE,HAS_UNIT,变速箱
荣威RX5,HAS_UNIT,空调
奕歌,HAS_UNIT,电机
时代驭菱 轻卡,HAS_UNIT,传感器
科沃兹,HAS_UNIT,燃油泵
骊威,HAS_UNIT,传感器
风行T5L,HAS_UNIT,轴承
风行T5L,HAS_UNIT,转向机
凯迪拉克XT5,HAS_UNIT,传感器
小蚂蚁,HAS_UNIT,控制器
五菱荣光新卡专用车,HAS_UNIT,发动机
五菱荣光新卡专用车,HAS_UNIT,空调
五菱荣光新卡专用车,HAS_UNIT,传感器
陆风X7,HAS_UNIT,发动机
高尔夫,HAS_UNIT,电池
圣达菲,HAS_UNIT,轴承
比亚迪S7,HAS_UNIT,燃油泵
比亚迪S7,HAS_UNIT,电池
世嘉,HAS_UNIT,发动机
世嘉,HAS_UNIT,冷却系统
科鲁兹,HAS_UNIT,轴承
风神AX7,HAS_UNIT,转向机
电池,UNIT_FAILURE,断裂
奥迪Q2L e-tron,HAS_UNIT,变速箱
奥迪Q2L e-tron,HAS_UNIT,电池
比亚迪M6,HAS_UNIT,发动机
威然,HAS_UNIT,转向机
轩朗,HAS_UNIT,电池
轩朗,HAS_UNIT,电机
指南者（进口）,HAS_UNIT,空调
福睿斯,HAS_UNIT,助力泵
元新能源,HAS_UNIT,电池
奔驰E级,HAS_UNIT,发动机
讴歌CDX,HAS_UNIT,变速箱
讴歌CDX,HAS_UNIT,发动机
奔驰E级（进口）,HAS_UNIT,发动机
宝马1系（进口）,HAS_UNIT,发动机
秦Pro,HAS_UNIT,转向机
秦Pro,HAS_UNIT,助力泵
捷途X70 PLUS,HAS_UNIT,传感器
比亚迪S6,HAS_UNIT,电池
本田CR-V,HAS_UNIT,燃油泵
思域,HAS_UNIT,电池
凌渡,HAS_UNIT,电机
电机,UNIT_FAILURE,动力受限
天逸 C5 AIRCROSS,HAS_UNIT,变速箱
天逸 C5 AIRCROSS,HAS_UNIT,发动机
世嘉,HAS_UNIT,燃油泵
元新能源,HAS_UNIT,电机
帕萨特,HAS_UNIT,冷却系统
RAV4荣放双擎E+,HAS_UNIT,电池
名爵6,HAS_UNIT,电机
名爵6,HAS_UNIT,空调
腾势,HAS_UNIT,电池
腾势,HAS_UNIT,动力电池
华晨金杯750,HAS_UNIT,发动机
华晨金杯750,HAS_UNIT,传感器
秦新能源,HAS_UNIT,电机
奕炫GS,HAS_UNIT,变速箱
奕炫GS,HAS_UNIT,空调
绅宝X35,HAS_UNIT,传感器
英朗,HAS_UNIT,轴承
宝骏310W,HAS_UNIT,发动机
雷凌,HAS_UNIT,助力泵
风光S560,HAS_UNIT,轴承
Polo,HAS_UNIT,传感器
长安UNI-T,HAS_UNIT,空调
胜达,HAS_UNIT,发动机
风光S560,HAS_UNIT,变速箱
长安CS75 PLUS,HAS_UNIT,发动机罩
发动机罩,COMPOSED_OF,发动机
昌河北斗星,HAS_UNIT,变速箱
KX3傲跑,HAS_UNIT,变速箱
KX3傲跑,HAS_UNIT,发动机
福睿斯,HAS_UNIT,水泵
锐际,HAS_UNIT,空调
科鲁兹,HAS_UNIT,助力泵
马自达CX-8,HAS_UNIT,变速箱
马自达CX-8,HAS_UNIT,发动机
劲炫ASX,HAS_UNIT,发动机
逸动XT,HAS_UNIT,空调
沃尔沃S60,HAS_UNIT,发动机
控制器,COMPOSED_OF,传感器
悦翔,HAS_UNIT,电池
马自达3（进口）,HAS_UNIT,发动机
马自达3（进口）,HAS_UNIT,传感器
宝骏560,HAS_UNIT,轴承
科鲁泽,HAS_UNIT,电池
长安CS75,HAS_UNIT,轴承
东南DX3,HAS_UNIT,发动机
D-MAX,HAS_UNIT,发动机
奔驰CLS,HAS_UNIT,空调
宝马X1,HAS_UNIT,电池
炮,HAS_UNIT,电机
炮,HAS_UNIT,转向机
电机,UNIT_FAILURE,卡死
转向机,UNIT_FAILURE,卡死
比亚迪G6,HAS_UNIT,冷却系统
凯迪拉克XT5,HAS_UNIT,转向机
比亚迪G6,HAS_UNIT,水泵
伊兰特,HAS_UNIT,水泵
水泵,UNIT_FAILURE,断裂
五菱荣光新卡,HAS_UNIT,发动机
凯迪拉克CT4,HAS_UNIT,空调
哈弗F7x,HAS_UNIT,变速箱
奥迪Q5,HAS_UNIT,传感器
标致408,HAS_UNIT,助力泵
起亚K4,HAS_UNIT,转向机
奥迪Q5L,HAS_UNIT,转向机
启辰R50,HAS_UNIT,变速箱
猎豹CS10,HAS_UNIT,空调
艾瑞泽7,HAS_UNIT,变速箱
名图,HAS_UNIT,转向机
瑞虎3,HAS_UNIT,传感器
途胜,HAS_UNIT,燃油泵
奇瑞A3,HAS_UNIT,发动机
威朗,HAS_UNIT,转换器
观致3,HAS_UNIT,变速箱
迈锐宝XL,HAS_UNIT,轴承
宝马3系,HAS_UNIT,电机
科沃兹,HAS_UNIT,电机
探岳,HAS_UNIT,电池
索纳塔,HAS_UNIT,空调
哈弗H5,HAS_UNIT,发动机
哈弗H5,HAS_UNIT,空调
五菱宏光S3,HAS_UNIT,差速器
宝骏RS-3,HAS_UNIT,电机
奕跑,HAS_UNIT,水泵
景程,HAS_UNIT,变速箱
景程,HAS_UNIT,传感器
秦Pro,HAS_UNIT,空调
别克GL8,HAS_UNIT,变速箱
昌河M70,HAS_UNIT,发动机
昌河M70,HAS_UNIT,传感器
狮跑Sportage(进口),HAS_UNIT,变速箱
狮跑Sportage(进口),HAS_UNIT,发动机
星途揽月,HAS_UNIT,变速箱
星途揽月,HAS_UNIT,发动机
乐风,HAS_UNIT,传感器
雨燕,HAS_UNIT,发动机
雨燕,HAS_UNIT,传感器
宝骏510,HAS_UNIT,转向机
荣威750,HAS_UNIT,发动机
YARiS L 致炫,HAS_UNIT,传感器
捷达,HAS_UNIT,电机
锐志,HAS_UNIT,空调
揽胜极光,HAS_UNIT,电机
风光E1,HAS_UNIT,助力泵
宝马X1,HAS_UNIT,空调
迈腾,HAS_UNIT,燃油泵
朗逸,HAS_UNIT,转换器
转换器,COMPOSED_OF,传感器
金刚,HAS_UNIT,轴承
途观L,HAS_UNIT,电机
炫丽,HAS_UNIT,发动机
V3菱悦,HAS_UNIT,轴承
大切诺基（进口）,HAS_UNIT,差速器
逸动,HAS_UNIT,助力泵
宝典,HAS_UNIT,变速箱
荣威i6新能源,HAS_UNIT,空调
途达,HAS_UNIT,电池
智跑,HAS_UNIT,转向机
T-ROC探歌,HAS_UNIT,变速箱
高尔夫,HAS_UNIT,燃油泵
电机,UNIT_FAILURE,高温
杰德,HAS_UNIT,传感器
宝骏310W,HAS_UNIT,传感器
狮跑,HAS_UNIT,发动机
上汽大通MAXUS V80,HAS_UNIT,发动机
荣威RX5 eMAX,HAS_UNIT,发动机
海马S5,HAS_UNIT,电池
荣威550,HAS_UNIT,变速箱
云100,HAS_UNIT,电池
奔腾B30EV,HAS_UNIT,电池
奔腾B30EV,HAS_UNIT,动力电池
威然,HAS_UNIT,发动机
奥迪Q3,HAS_UNIT,水泵
传感器,COMPOSED_OF,水泵
艾力绅,HAS_UNIT,动力电池
马自达CX-5,HAS_UNIT,轴承
马自达CX-5,HAS_UNIT,转向机
奕歌,HAS_UNIT,空调
捷途X70 Coupe,HAS_UNIT,发动机
宝来,HAS_UNIT,助力泵
威兰达,HAS_UNIT,电池
楼兰,HAS_UNIT,电池
捷达VA3,HAS_UNIT,空调
马自达CX-5,HAS_UNIT,燃油泵
马自达CX-5,HAS_UNIT,变速箱
奥迪S4,HAS_UNIT,变速箱
奥迪S4,HAS_UNIT,传感器
骐达TIIDA,HAS_UNIT,电池
捷豹XF,HAS_UNIT,发动机
中华骏捷,HAS_UNIT,空调
缤瑞,HAS_UNIT,燃油泵
缤瑞,HAS_UNIT,空调
雪铁龙C2,HAS_UNIT,发动机
雪铁龙C2,HAS_UNIT,传感器
迈腾GTE,HAS_UNIT,变速箱
迈腾GTE,HAS_UNIT,电池
迈腾GTE,HAS_UNIT,电机
迈腾GTE,HAS_UNIT,发动机
众泰2008,HAS_UNIT,变速箱
众泰2008,HAS_UNIT,发动机
嘉年华,HAS_UNIT,电池
嘉年华,HAS_UNIT,电机
奥铃,HAS_UNIT,电机
长安CS75 PLUS,HAS_UNIT,传感器
爱唯欧,HAS_UNIT,发动机
科雷傲,HAS_UNIT,发动机
科雷傲,HAS_UNIT,冷却系统
科雷傲,HAS_UNIT,水泵
众泰T700,HAS_UNIT,传感器
宝骏730,HAS_UNIT,燃油泵
奥德赛,HAS_UNIT,轴承
途铠,HAS_UNIT,轴承
铃拓,HAS_UNIT,发动机
哈弗F7,HAS_UNIT,轴承
SWM斯威G01,HAS_UNIT,传感器
凌派,HAS_UNIT,转向机
马自达3 昂克赛拉,HAS_UNIT,电池
领裕,HAS_UNIT,变速箱
凯迪拉克XTS,HAS_UNIT,轴承
景程,HAS_UNIT,燃油泵
帕萨特,HAS_UNIT,轴承
尚酷,HAS_UNIT,变速箱
尚酷,HAS_UNIT,发动机
尚酷,HAS_UNIT,轴承
标致307,HAS_UNIT,发动机
标致307,HAS_UNIT,传感器
传祺GS4,HAS_UNIT,电池
桑塔纳,HAS_UNIT,空调
宝马5系,HAS_UNIT,空调
蓝鸟,HAS_UNIT,发动机
蓝鸟,HAS_UNIT,冷却系统
蓝鸟,HAS_UNIT,水泵
欧拉iQ,HAS_UNIT,电池
欧拉iQ,HAS_UNIT,动力电池
欧拉iQ,HAS_UNIT,BMS
电池,UNIT_FAILURE,热失控
动力电池,UNIT_FAILURE,热失控
BMS,UNIT_FAILURE,热失控
志俊,HAS_UNIT,空调
名爵3,HAS_UNIT,发动机
名爵3,HAS_UNIT,空调
SWM斯威X3,HAS_UNIT,变速箱
SWM斯威X3,HAS_UNIT,发动机
途铠,HAS_UNIT,水泵
长城V80,HAS_UNIT,水泵
雅绅特,HAS_UNIT,空调
自由舰,HAS_UNIT,空调
新豹3,HAS_UNIT,电机
同悦RS,HAS_UNIT,电池
杰德,HAS_UNIT,空调
奕跑,HAS_UNIT,变速箱
奕跑,HAS_UNIT,空调
瑞纳,HAS_UNIT,空调
博瑞,HAS_UNIT,电池
风骏5,HAS_UNIT,空调
柯迪亚克GT,HAS_UNIT,变速箱
艾瑞泽7e,HAS_UNIT,空调
艾瑞泽7e,HAS_UNIT,传感器
mu-X牧游侠,HAS_UNIT,发动机
